p_t mean,f0 mean,edit dist,edit std,edit dist mv,edit std mv,cov delta,cov std,exac delta,exac std
0.9,0.4,2.68,1.378,3.33,2.005,0.089,0.033,0.044,0.021
0.9,0.4,2.94,1.515,3.73,2.306,0.1,0.037,0.051,0.025
0.9,0.5,2.61,1.303,2.69,1.488,0.13,0.046,0.069,0.027
0.9,0.5,2.58,1.313,2.42,1.57,0.124,0.03,0.058,0.019
0.9,0.5,2.75,1.431,2.98,1.805,0.102,0.027,0.045,0.014
0.9,0.5,2.43,1.329,2.73,1.587,0.097,0.028,0.043,0.016
0.9,0.5,2.41,1.394,2.6,1.828,0.1,0.022,0.048,0.016
0.9,0.5,2.28,1.225,2.42,1.582,0.095,0.028,0.044,0.018
0.9,0.5,2.53,1.389,2.67,1.656,0.118,0.04,0.054,0.02
0.9,0.5,2.55,1.41,2.75,1.734,0.089,0.021,0.04,0.016
0.9,0.5,2.53,1.323,2.32,1.356,0.131,0.038,0.063,0.019
0.9,0.5,2.32,1.42,2.56,1.846,0.112,0.02,0.055,0.013
0.9,0.6,2.53,1.3,2.36,1.559,0.11,0.03,0.046,0.016
0.9,0.6,2.32,1.303,2.26,1.426,0.105,0.021,0.049,0.016
0.9,0.6,2.25,1.178,2.19,1.324,0.098,0.033,0.041,0.019
0.9,0.6,2.35,1.359,2.26,1.433,0.108,0.041,0.047,0.023
0.9,0.6,2.46,1.292,2.42,1.274,0.107,0.027,0.049,0.018
0.9,0.6,2.37,1.146,2.12,1.329,0.123,0.029,0.061,0.018
0.9,0.6,2.24,1.328,2.14,1.257,0.111,0.033,0.048,0.019
0.9,0.6,2.21,1.219,2.09,1.372,0.115,0.026,0.051,0.015
0.9,0.6,2.3,1.308,2.36,1.64,0.135,0.022,0.071,0.013
0.9,0.6,2.24,1.258,2.13,1.18,0.121,0.024,0.056,0.012
0.9,0.7,2.0,1.131,1.76,1.289,0.139,0.033,0.066,0.017
0.9,0.7,2.2,1.175,1.9,1.277,0.123,0.026,0.059,0.016
0.9,0.7,1.99,1.261,1.62,1.255,0.141,0.026,0.069,0.015
0.9,0.7,2.45,1.291,2.19,1.461,0.12,0.03,0.054,0.017
0.9,0.7,2.17,1.2,1.98,1.233,0.122,0.022,0.05,0.012
0.9,0.7,2.21,1.194,2.03,1.374,0.117,0.024,0.047,0.015
0.9,0.7,2.28,1.184,2.21,1.336,0.117,0.026,0.053,0.015
0.9,0.7,2.28,1.217,1.88,1.267,0.118,0.03,0.051,0.016
0.9,0.7,2.19,1.093,2.2,1.476,0.13,0.025,0.056,0.011
0.9,0.7,2.22,1.262,1.89,1.256,0.168,0.03,0.08,0.016
0.9,0.8,2.18,1.052,1.73,1.112,0.155,0.03,0.073,0.016
0.9,0.8,2.32,1.256,2.12,1.395,0.129,0.023,0.056,0.012
0.9,0.8,2.24,1.069,2.11,1.191,0.134,0.026,0.064,0.016
0.9,0.8,2.07,1.125,1.83,1.349,0.116,0.017,0.053,0.012
0.9,0.8,2.3,1.153,1.99,1.187,0.147,0.012,0.058,0.01
0.9,0.8,2.08,1.12,1.77,1.232,0.127,0.022,0.055,0.012
0.9,0.8,2.06,1.271,1.71,1.458,0.125,0.025,0.058,0.015
0.9,0.8,2.15,1.252,1.83,1.297,0.104,0.018,0.045,0.01
0.9,0.8,2.08,1.102,1.96,1.174,0.13,0.019,0.059,0.014
0.9,0.8,2.24,1.184,2.0,1.149,0.148,0.027,0.064,0.016
0.9,0.9,2.02,1.01,1.78,1.269,0.121,0.022,0.047,0.012
0.9,0.9,2.17,1.123,1.83,1.265,0.13,0.031,0.056,0.017
0.9,0.9,2.14,1.096,2.02,1.288,0.145,0.021,0.059,0.011
0.9,0.9,2.12,1.186,1.67,1.184,0.155,0.036,0.072,0.017
0.9,0.9,2.02,1.095,1.71,1.219,0.129,0.025,0.052,0.013
0.9,0.9,2.22,1.119,1.96,1.183,0.131,0.035,0.058,0.023
0.9,0.9,2.09,1.132,1.85,1.26,0.135,0.016,0.051,0.016
0.9,0.9,2.11,1.165,1.96,1.24,0.131,0.029,0.06,0.02
0.9,0.9,1.92,1.111,1.81,1.262,0.146,0.018,0.058,0.011
0.9,0.9,1.99,1.118,1.73,1.256,0.173,0.023,0.079,0.012
0.9,1.0,2.17,1.233,1.94,1.302,0.153,0.03,0.065,0.013
0.9,1.0,2.17,1.184,1.9,1.285,0.166,0.024,0.077,0.015
0.9,1.0,1.81,1.146,1.56,1.275,0.126,0.034,0.057,0.021
0.9,1.0,2.1,1.17,1.67,1.123,0.147,0.034,0.069,0.014
0.9,1.0,2.1,1.179,1.81,1.206,0.161,0.01,0.076,0.01
0.9,1.0,2.13,1.083,1.89,1.148,0.156,0.03,0.068,0.015
0.9,1.0,1.88,1.169,1.72,1.209,0.13,0.033,0.057,0.024
0.9,1.0,2.26,1.171,2.02,1.157,0.16,0.027,0.066,0.014
0.9,1.0,2.12,1.202,1.78,1.254,0.156,0.022,0.063,0.012
0.9,1.0,2.02,1.068,1.92,1.155,0.128,0.017,0.056,0.017
1.0,0.0,3.75,1.424,8.17,2.577,0.061,0.043,0.048,0.033
1.0,0.0,3.67,1.562,8.07,2.74,0.066,0.058,0.054,0.044
1.0,0.0,4.22,1.397,8.93,2.355,0.065,0.041,0.059,0.034
1.0,0.0,3.77,1.529,8.58,2.597,0.038,0.032,0.03,0.027
1.0,0.0,3.52,1.584,8.8,2.702,0.043,0.033,0.034,0.022
1.0,0.0,3.74,1.61,8.65,2.632,0.051,0.036,0.037,0.03
1.0,0.0,3.99,1.591,8.28,2.65,0.084,0.036,0.081,0.027
1.0,0.0,4.0,1.483,8.76,2.514,0.073,0.06,0.058,0.045
1.0,0.0,3.78,1.411,8.68,2.275,0.043,0.042,0.036,0.033
1.0,0.0,3.63,1.534,8.21,2.346,0.058,0.029,0.049,0.024
1.0,0.1,3.83,1.49,8.38,2.424,0.06,0.06,0.046,0.042
1.0,0.1,3.53,1.64,8.38,2.603,0.038,0.029,0.028,0.021
1.0,0.1,3.56,1.675,8.2,2.728,0.051,0.043,0.039,0.031
1.0,0.1,3.37,1.617,7.36,2.89,0.054,0.038,0.042,0.029
1.0,0.1,3.81,1.495,7.48,2.823,0.075,0.046,0.05,0.035
1.0,0.1,3.71,1.693,7.68,2.626,0.06,0.037,0.041,0.025
1.0,0.1,3.34,1.544,7.78,2.766,0.037,0.028,0.029,0.022
1.0,0.1,3.38,1.599,7.48,2.551,0.03,0.018,0.019,0.011
1.0,0.1,3.43,1.444,7.41,2.71,0.054,0.05,0.04,0.035
1.0,0.1,3.46,1.676,7.73,2.792,0.059,0.056,0.044,0.039
1.0,0.2,3.49,1.546,5.97,2.889,0.077,0.048,0.054,0.032
1.0,0.2,3.41,1.47,5.91,2.743,0.085,0.035,0.059,0.025
1.0,0.2,3.38,1.482,6.16,2.671,0.088,0.042,0.062,0.026
1.0,0.2,3.35,1.564,5.55,2.896,0.1,0.042,0.065,0.027
1.0,0.2,3.25,1.445,5.47,2.48,0.09,0.041,0.056,0.024
1.0,0.2,3.52,1.758,5.09,2.581,0.109,0.062,0.07,0.043
1.0,0.2,3.64,1.46,5.54,2.347,0.117,0.056,0.077,0.035
1.0,0.2,3.31,1.541,4.56,2.312,0.123,0.042,0.074,0.029
1.0,0.2,3.77,1.441,6.89,2.645,0.073,0.049,0.052,0.034
1.0,0.2,3.26,1.39,5.51,2.744,0.083,0.047,0.046,0.028
1.0,0.3,3.25,1.352,4.35,2.402,0.115,0.044,0.068,0.028
1.0,0.3,2.78,1.578,3.64,2.11,0.09,0.034,0.051,0.021
1.0,0.3,3.08,1.508,4.66,2.294,0.11,0.042,0.066,0.029
1.0,0.3,3.37,1.501,4.29,2.197,0.122,0.048,0.072,0.033
1.0,0.3,3.23,1.535,5.0,2.441,0.109,0.047,0.076,0.034
1.0,0.3,2.93,1.62,4.46,2.393,0.085,0.026,0.043,0.018
1.0,0.3,3.22,1.566,4.55,2.677,0.122,0.024,0.071,0.014
1.0,0.3,2.93,1.437,3.95,1.982,0.093,0.047,0.043,0.027
1.0,0.3,2.93,1.505,4.24,2.333,0.067,0.028,0.03,0.017
1.0,0.3,2.66,1.306,4.26,2.261,0.08,0.048,0.039,0.029
1.0,0.4,2.66,1.525,3.12,2.065,0.095,0.042,0.04,0.027
1.0,0.4,2.69,1.586,3.31,1.842,0.102,0.018,0.054,0.01
1.0,0.4,2.54,1.438,3.01,1.763,0.095,0.027,0.043,0.015
1.0,0.4,2.65,1.276,2.96,1.667,0.113,0.024,0.054,0.012
1.0,0.4,2.53,1.459,3.42,2.155,0.089,0.02,0.046,0.012
1.0,0.4,2.58,1.35,3.23,1.907,0.09,0.041,0.044,0.028
1.0,0.4,2.82,1.577,3.27,1.827,0.106,0.034,0.052,0.021
1.0,0.4,2.44,1.388,3.15,1.997,0.077,0.027,0.034,0.017
1.0,0.4,3.03,1.486,3.71,2.113,0.105,0.046,0.057,0.03
1.0,0.4,2.54,1.381,3.12,1.93,0.094,0.025,0.038,0.017
1.0,0.5,2.47,1.431,2.68,1.944,0.112,0.024,0.053,0.014
1.0,0.5,2.39,1.341,2.37,1.573,0.122,0.036,0.057,0.021
1.0,0.5,2.15,1.099,2.28,1.408,0.092,0.031,0.045,0.021
1.0,0.5,2.41,1.379,2.94,1.859,0.1,0.025,0.048,0.015
1.0,0.5,2.63,1.474,2.55,1.545,0.13,0.026,0.065,0.015
1.0,0.5,2.24,1.218,2.33,1.45,0.096,0.015,0.043,0.009
1.0,0.5,2.28,1.192,2.29,1.423,0.102,0.023,0.046,0.015
1.0,0.5,2.26,1.324,2.33,1.562,0.104,0.024,0.043,0.011
1.0,0.5,2.39,1.256,2.46,1.565,0.112,0.041,0.056,0.025
1.0,0.5,2.27,1.272,2.13,1.54,0.117,0.029,0.052,0.016
1.0,0.6,2.1,1.196,1.98,1.428,0.109,0.016,0.049,0.012
1.0,0.6,2.19,1.189,2.05,1.352,0.119,0.026,0.051,0.015
1.0,0.6,2.22,1.188,2.03,1.352,0.111,0.031,0.048,0.017
1.0,0.6,2.46,1.367,2.28,1.35,0.113,0.018,0.046,0.012
1.0,0.6,2.55,1.268,2.3,1.179,0.122,0.032,0.058,0.017
1.0,0.6,2.23,1.19,2.13,1.461,0.13,0.022,0.056,0.016
1.0,0.6,2.31,1.181,2.13,1.197,0.098,0.021,0.042,0.012
1.0,0.6,2.2,1.386,1.95,1.465,0.113,0.026,0.053,0.014
1.0,0.6,2.12,1.089,1.76,1.115,0.14,0.025,0.069,0.017
1.0,0.6,2.21,1.125,2.29,1.402,0.115,0.035,0.049,0.016
1.0,0.7,2.08,1.102,1.88,1.151,0.125,0.024,0.056,0.017
1.0,0.7,2.2,1.175,1.94,1.355,0.114,0.031,0.041,0.012
1.0,0.7,2.2,1.166,2.06,1.279,0.111,0.02,0.045,0.014
1.0,0.7,2.18,1.211,1.8,1.296,0.124,0.031,0.053,0.021
1.0,0.7,1.9,1.005,1.85,1.252,0.126,0.022,0.06,0.015
1.0,0.7,2.17,1.233,1.89,1.224,0.138,0.028,0.058,0.02
1.0,0.7,1.83,1.049,1.77,1.256,0.097,0.018,0.037,0.007
1.0,0.7,2.11,1.104,2.07,1.251,0.107,0.015,0.041,0.011
1.0,0.7,2.18,1.236,2.01,1.212,0.125,0.032,0.054,0.02
1.0,0.7,2.02,1.131,1.87,1.286,0.119,0.029,0.051,0.016
1.0,0.8,1.93,1.16,1.74,1.073,0.135,0.026,0.058,0.02
1.0,0.8,2.02,1.077,1.77,1.19,0.121,0.02,0.048,0.013
1.0,0.8,2.2,1.14,1.89,1.094,0.148,0.027,0.061,0.019
1.0,0.8,2.19,1.164,1.92,1.172,0.106,0.022,0.045,0.014
1.0,0.8,2.14,1.225,2.0,1.183,0.122,0.013,0.049,0.011
1.0,0.8,2.08,1.238,1.9,1.315,0.134,0.019,0.056,0.01
1.0,0.8,1.85,1.09,1.68,1.182,0.137,0.021,0.055,0.01
1.0,0.8,1.98,1.122,1.71,1.202,0.138,0.02,0.06,0.012
1.0,0.8,2.07,1.16,1.85,1.284,0.136,0.016,0.057,0.011
1.0,0.8,1.94,1.165,1.75,1.252,0.133,0.024,0.052,0.016
1.0,0.9,2.11,1.182,2.14,1.435,0.081,0.016,0.024,0.009
1.0,0.9,1.8,1.265,1.75,1.329,0.141,0.017,0.058,0.012
1.0,0.9,2.07,1.107,1.91,1.15,0.128,0.033,0.058,0.019
1.0,0.9,2.0,1.183,1.86,1.334,0.136,0.027,0.056,0.014
1.0,0.9,2.07,1.177,1.83,1.225,0.157,0.019,0.068,0.015
1.0,0.9,2.16,1.172,1.98,1.225,0.154,0.027,0.069,0.015
1.0,0.9,2.08,1.222,1.9,1.204,0.132,0.038,0.053,0.022
1.0,0.9,1.84,1.037,1.79,1.089,0.136,0.033,0.057,0.02
1.0,0.9,1.95,1.161,1.67,1.265,0.158,0.028,0.067,0.017
1.0,0.9,2.16,1.239,1.86,1.166,0.151,0.017,0.061,0.016
1.0,1.0,2.15,1.211,2.06,1.271,0.121,0.028,0.051,0.019
1.0,1.0,1.9,1.229,1.79,1.151,0.131,0.028,0.051,0.016
1.0,1.0,1.74,1.23,1.78,1.246,0.129,0.026,0.049,0.013
1.0,1.0,1.64,1.118,1.61,1.248,0.141,0.022,0.057,0.014
1.0,1.0,1.82,1.117,1.79,1.235,0.109,0.026,0.04,0.014
1.0,1.0,1.82,1.228,1.67,1.209,0.136,0.019,0.052,0.011
1.0,1.0,1.86,1.039,1.62,1.173,0.148,0.036,0.069,0.024
1.0,1.0,1.82,1.161,1.75,1.169,0.135,0.022,0.054,0.015
1.0,1.0,1.91,1.15,1.8,1.166,0.155,0.017,0.068,0.009
1.0,1.0,1.72,1.114,1.63,1.18,0.165,0.025,0.068,0.017
